order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-250919-95190,Concrete Hollow Block,"4"" CHB (Per Piece)",17,12.00,204.00
ORD-250919-95190,Concrete Nail,"3"" (Per Kilo)",2,118.00,236.00
ORD-250920-89894,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-250920-76050,"Hardiflex Screw 1""",,27,2.50,67.50
ORD-250920-76050,Black Screw Pointed,"1.5"" (Per Box 500pcs)",3,260.00,780.00
ORD-250920-76050,Common Wire Nail,"3"" (Per Kilo)",2,58.00,116.00
ORD-250920-76050,Neltex PVC Sanitary P-Trap,"3""",3,145.00,435.00
ORD-250920-88042,Tekscrew,"2"" (Per Piece)",41,3.00,123.00
ORD-250920-88042,Black Screw Metal,"1.5"" (Per Box 500pcs)",1,265.00,265.00
ORD-250920-52026,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",9,48.00,432.00
ORD-250920-25935,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-250920-97080,Carrying Channel,,5,105.00,525.00
ORD-250921-55684,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-250921-55684,Tox,#12 Tox (Per Box),3,85.00,255.00
ORD-250922-02555,Tekscrew,"3"" (Per Piece)",42,4.00,168.00
ORD-250922-02555,Concrete Hollow Block,"6"" CHB (Per Piece)",13,16.00,208.00
ORD-250922-02555,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",2,616.00,1232.00
ORD-250922-02555,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",2,510.00,1020.00
ORD-250922-02555,KD S4S Wood PL,2x4 per Board Foot,11,72.00,792.00
ORD-250922-57211,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250922-57211,KD S4S Wood PL,2x4 per Board Foot,7,72.00,504.00
ORD-250922-62419,Circuit Breaker Bolt-On,30A,3,268.00,804.00
ORD-250922-00312,Coco Lumber,2x2x8 (Per Piece),10,48.00,480.00
ORD-250922-00312,Wood Screw Flat Head,"1.5"" (Per Kilo)",4,175.00,700.00
ORD-250922-58313,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-250922-58313,G.I Pipe Local S20,"2"" (20ft)",1,940.00,940.00
ORD-250923-77871,Boysen Permacoat Flat Latex White,1 Liter,4,225.00,900.00
ORD-250923-77871,Boysen Lacquer Thinner B50,1/4 Liter,8,78.00,624.00
ORD-250923-77871,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",9,48.00,432.00
ORD-250923-05670,Tekscrew,"1.5"" (Per Piece)",62,2.50,155.00
ORD-250923-05670,White Sand,,10,48.00,480.00
ORD-250923-05670,Metal Studs,,2,165.00,330.00
ORD-250923-06245,Camel Drawer Lock,,7,85.00,595.00
ORD-250923-06245,Tekscrew,"2.5"" (Per Piece)",63,3.50,220.50
ORD-250923-69673,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-250923-15060,Concrete Hollow Block,"6"" CHB (Per Piece)",9,16.00,144.00
ORD-250923-15060,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250923-15060,GI Wire #16,,1,85.00,85.00
ORD-250923-32158,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250924-87732,Tox,#8 Tox (Per Box),7,48.00,336.00
ORD-250924-87732,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-250924-87732,Tekscrew,"3"" (Per Piece)",70,4.00,280.00
ORD-250924-87732,White Sand,,7,48.00,336.00
ORD-250924-27204,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250924-27204,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-250925-24565,W-Clip,,65,2.00,130.00
ORD-250925-24565,Common Wire Nail,"1"" (Per Kilo)",1,65.00,65.00
ORD-250925-77705,Longspan RIB22,16ft (0.4mm),1,708.00,708.00
ORD-250925-77705,Concrete Hollow Block,"4"" CHB (Per Piece)",23,12.00,276.00
ORD-250925-77705,Neltex PPR PVC Pipe,"1"" x 3m",1,289.00,289.00
ORD-250925-77705,Marine Plywood Local,1/2 (4x8ft),3,640.00,1920.00
ORD-250925-05084,Tox,#8 Tox (Per Box),9,48.00,432.00
ORD-250925-05084,Concrete Hollow Block,"6"" CHB (Per Piece)",7,16.00,112.00
ORD-250925-05084,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250926-50443,Tekscrew,"2"" (Per Piece)",94,3.00,282.00
ORD-250926-12300,Deformed Bar G33,12mm x 6m,6,130.00,780.00
ORD-250926-12300,KD S4S Wood PL,2x6 per Board Foot,10,75.00,750.00
ORD-250926-12300,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-250926-43583,"Twisted Wire Cup Brush 4""",,5,95.00,475.00
ORD-250926-10476,Tekscrew,"2"" (Per Piece)",33,3.00,99.00
ORD-250926-10476,Longspan RIB22,10ft (0.4mm),1,443.00,443.00
ORD-250926-76288,G.I Pipe Local S20,"1.5"" (20ft)",3,615.00,1845.00
ORD-250926-76288,Concrete Hollow Block,"4"" CHB (Per Piece)",9,12.00,108.00
ORD-250926-91146,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250926-91146,Tekscrew,"1"" (Per Piece)",57,2.00,114.00
ORD-250926-91146,Concrete Hollow Block,"6"" CHB (Per Piece)",19,16.00,304.00
ORD-250926-10054,Wood Screw Flat Head,"1.5"" (Per Kilo)",6,175.00,1050.00
ORD-250926-10054,Concrete Hollow Block,"4"" CHB (Per Piece)",3,12.00,36.00
ORD-250927-87699,Boysen Lacquer Thinner B50,1/4 Liter,4,78.00,312.00
ORD-250927-87699,Circuit Breaker Bolt-On,15A,6,258.00,1548.00
ORD-250927-87699,Tekscrew,"1"" (Per Piece)",38,2.00,76.00
ORD-250927-86138,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-250927-86138,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-250928-43735,Tekscrew,"2.5"" (Per Piece)",77,3.50,269.50
ORD-250928-43735,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-250929-61602,Tekscrew,"1.5"" (Per Piece)",86,2.50,215.00
ORD-250929-70323,Black Screw Metal,"1"" (Per Box 500pcs)",4,220.00,880.00
ORD-250929-70323,White Sand,,4,48.00,192.00
ORD-250929-70323,Tekscrew,"1"" (Per Piece)",28,2.00,56.00
ORD-250929-70323,Tekscrew,"2.5"" (Per Piece)",42,3.50,147.00
ORD-250929-33359,Metal Studs,,2,165.00,330.00
ORD-250929-75496,Boysen Permacoat Flat Latex White,4 Liters,3,795.00,2385.00
ORD-250929-75496,Concrete Nail,"1"" (Per Kilo)",4,125.00,500.00
ORD-250929-79903,Tekscrew,"2.5"" (Per Piece)",75,3.50,262.50
ORD-250929-79903,Circuit Breaker Bolt-On,30A,4,268.00,1072.00
ORD-250929-79903,Wood Screw Flat Head,"3/4"" (Per Kilo)",5,195.00,975.00
ORD-250930-48685,W-Clip,,79,2.00,158.00
ORD-250930-70285,Longspan RIB22,12ft (0.5mm),2,722.00,1444.00
ORD-250930-70285,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-250930-06356,Tekscrew,"3"" (Per Piece)",17,4.00,68.00
ORD-250930-06356,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",7,48.00,336.00
ORD-250930-06356,C-Purlins GI,"2"" x 4"" x 6m (1.0mm)",1,410.00,410.00
ORD-250930-30829,Tekscrew,"2.5"" (Per Piece)",59,3.50,206.50
ORD-250930-30829,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-250930-30829,Deformed Bar G40,10mm x 6m,3,115.00,345.00
ORD-250930-64000,G.I Pipe Local S20,"1/2"" (20ft)",2,245.00,490.00
ORD-250930-64000,"Hardiflex Screw 1""",,34,2.50,85.00
ORD-250930-64000,Wood Screw Flat Head,"1.5"" (Per Kilo)",5,175.00,875.00
ORD-250930-60286,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-250930-60286,Circuit Breaker Bolt-On,15A,5,258.00,1290.00
ORD-250930-60286,Lucky PPR Elbow Female 1/2,,8,29.00,232.00
ORD-250930-60286,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251001-49274,Longspan RIB22,12ft (0.5mm),2,722.00,1444.00
ORD-251001-49274,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-251001-49274,Good Lumber S4S,2x2 per Board Foot,7,62.00,434.00
ORD-251001-49274,Republic Cement,,1,255.00,255.00
ORD-251001-49274,Boysen Lacquer Thinner B50,1/4 Liter,6,78.00,468.00
ORD-251002-66310,W-Clip,,66,2.00,132.00
ORD-251002-66310,Coco Lumber,2x4x8 (Per Piece),5,96.00,480.00
ORD-251002-66310,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-251002-89037,Flat Bar,"1"" x 3mm (20ft)",1,195.00,195.00
ORD-251002-89037,Neltex PVC Sanitary P-Trap,"2""",8,85.00,680.00
ORD-251002-60299,White Sand,,8,48.00,384.00
ORD-251002-60299,Deformed Bar G33,10mm x 6m,7,93.00,651.00
ORD-251002-60299,Neltex Sanitary PVC Pipe S600,"2"" x 3m",1,268.00,268.00
ORD-251002-72170,Coco Lumber,2x2x8 (Per Piece),2,48.00,96.00
ORD-251002-72170,Tox,#8 Tox (Per Box),8,48.00,384.00
ORD-251002-75670,Tox,#8 Tox (Per Box),7,48.00,336.00
ORD-251002-75670,Coco Lumber,2x2x8 (Per Piece),6,48.00,288.00
ORD-251002-75670,Wood Screw Flat Head,"1"" (Per Kilo)",3,180.00,540.00
ORD-251002-04174,Concrete Hollow Block,"4"" CHB (Per Piece)",5,12.00,60.00
ORD-251002-04174,Tekscrew,"3"" (Per Piece)",62,4.00,248.00
ORD-251002-04174,Black Screw Metal,"1.5"" (Per Box 500pcs)",1,265.00,265.00
ORD-251002-04174,Tekscrew,"1"" (Per Piece)",28,2.00,56.00
ORD-251002-61922,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-251002-36368,Flat Bar,"1.5"" x 3mm (20ft)",6,265.00,1590.00
ORD-251003-55193,Tox,#8 Tox (Per Box),3,48.00,144.00
ORD-251003-55193,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251003-55193,White Sand,,7,48.00,336.00
ORD-251003-55193,Black Screw Metal,"1.5"" (Per Box 500pcs)",2,265.00,530.00
ORD-251003-39548,KD S4S Wood PL,2x6 per Board Foot,7,75.00,525.00
ORD-251003-39548,Phenolic Board 1/2 Croco,,1,620.00,620.00
ORD-251003-39548,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",8,32.00,256.00
ORD-251003-39548,Neltex PPR PVC Pipe,"3/4"" x 3m",1,179.00,179.00
ORD-251003-39548,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-251003-96944,White Sand,,9,48.00,432.00
ORD-251003-96944,Tox,#8 Tox (Per Box),5,48.00,240.00
ORD-251003-96944,Tekscrew,"1.5"" (Per Piece)",97,2.50,242.50
ORD-251003-96944,Eagle Cement Advance,,3,260.00,780.00
ORD-251004-65936,White Sand,,9,48.00,432.00
ORD-251004-65936,Neltex PVC Sanitary P-Trap,"4""",1,225.00,225.00
ORD-251004-65936,Coco Lumber,2x2x8 (Per Piece),2,48.00,96.00
ORD-251004-02339,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-251004-02339,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",2,650.00,1300.00
ORD-251004-17065,Marine Plywood Local,1/4 (4x8ft),1,380.00,380.00
ORD-251004-27163,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",3,616.00,1848.00
ORD-251004-27163,Tox,#8 Tox (Per Box),5,48.00,240.00
ORD-251004-27163,Tekscrew,"2.5"" (Per Piece)",45,3.50,157.50
ORD-251004-42090,Concrete Hollow Block,"4"" CHB (Per Piece)",24,12.00,288.00
ORD-251004-19504,Flat Bar,"1"" x 3mm (20ft)",3,195.00,585.00
ORD-251004-19504,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-251004-19504,Angle Bar,"1"" x 1"" x 2mm (20ft)",3,360.00,1080.00
ORD-251004-19504,Tox,#8 Tox (Per Box),8,48.00,384.00
ORD-251004-19504,Tekscrew,"2"" (Per Piece)",33,3.00,99.00
ORD-251005-09778,Tubular Bar GI,"1"" x 2"" (20ft) 1.2mm",2,450.00,900.00
ORD-251005-09778,Concrete Hollow Block,"6"" CHB (Per Piece)",24,16.00,384.00
ORD-251005-09778,"Hardiflex Screw 1""",,45,2.50,112.50
ORD-251005-09778,Wood Screw Flat Head,"1.5"" (Per Kilo)",2,175.00,350.00
ORD-251005-09778,Marine Plywood Local,1/4 (4x8ft),3,380.00,1140.00
ORD-251006-41639,Tekscrew,"1"" (Per Piece)",50,2.00,100.00
ORD-251006-43663,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-251006-43663,Tekscrew,"1.5"" (Per Piece)",23,2.50,57.50
ORD-251006-64616,Concrete Hollow Block,"4"" CHB (Per Piece)",18,12.00,216.00
ORD-251006-64616,Coco Lumber,2x2x8 (Per Piece),11,48.00,528.00
ORD-251006-64616,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251006-64616,Boysen Lacquer Thinner B50,1 Liter,1,248.00,248.00
ORD-251006-25852,Tekscrew,"1"" (Per Piece)",48,2.00,96.00
ORD-251006-15248,Carrying Channel,,2,105.00,210.00
ORD-251006-15248,KD S4S Wood PL,2x2 per Board Foot,4,72.00,288.00
ORD-251006-85964,Longspan RIB22,8ft (0.4mm),3,354.00,1062.00
ORD-251006-20142,Republic Cement,,1,255.00,255.00
ORD-251006-20142,Tekscrew,"2"" (Per Piece)",96,3.00,288.00
ORD-251006-20142,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-251006-39539,Tekscrew,"2"" (Per Piece)",81,3.00,243.00
ORD-251006-39539,Good Lumber S4S,2x3 per Board Foot,10,62.00,620.00
ORD-251006-39539,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-251007-39661,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-251007-39661,Concrete Hollow Block,"6"" CHB (Per Piece)",15,16.00,240.00
ORD-251007-03623,Tekscrew,"3"" (Per Piece)",64,4.00,256.00
ORD-251007-03623,"Neltex Electrical Pipe Thickwall 1/2""",,12,65.00,780.00
ORD-251007-03623,Tekscrew,"2.5"" (Per Piece)",69,3.50,241.50
ORD-251007-03623,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251007-04421,Concrete Hollow Block,"4"" CHB (Per Piece)",19,12.00,228.00
ORD-251007-04421,Coco Lumber,2x2x12 (Per Piece),10,72.00,720.00
ORD-251007-08824,W-Clip,,24,2.00,48.00
ORD-251007-08824,White Sand,,5,48.00,240.00
ORD-251007-08824,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-251008-17100,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-251008-17100,Tekscrew,"3"" (Per Piece)",42,4.00,168.00
ORD-251008-06906,Tekscrew,"2"" (Per Piece)",100,3.00,300.00
ORD-251008-06906,Tekscrew,"3"" (Per Piece)",39,4.00,156.00
ORD-251008-82669,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",7,48.00,336.00
ORD-251008-82669,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",3,270.00,810.00
ORD-251008-37108,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-251008-37108,W-Clip,,25,2.00,50.00
ORD-251008-37108,Wood Screw Flat Head,"1.5"" (Per Kilo)",2,175.00,350.00
ORD-251008-37108,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",8,48.00,384.00
ORD-251009-93489,Tekscrew,"2"" (Per Piece)",60,3.00,180.00
ORD-251009-93489,W-Clip,,74,2.00,148.00
ORD-251009-93489,Concrete Hollow Block,"6"" CHB (Per Piece)",23,16.00,368.00
ORD-251009-93489,Tekscrew,"1.5"" (Per Piece)",18,2.50,45.00
ORD-251009-94410,C-Purlins GI,"2"" x 3"" x 6m (1.0mm)",3,380.00,1140.00
ORD-251009-94410,"Hardiflex Screw 1""",,57,2.50,142.50
ORD-251009-76766,Coco Lumber,2x4x10 (Per Piece),3,120.00,360.00
ORD-251009-76766,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-251009-76766,Marine Plywood Local,1/4 (4x8ft),1,380.00,380.00
ORD-251009-76766,Lucky PPR Elbow Female 1/2,,24,29.00,696.00
ORD-251009-22790,Neltex PVC Sanitary P-Trap,"2""",6,85.00,510.00
ORD-251009-22790,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-251009-22790,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-251010-37073,Tekscrew,"1.5"" (Per Piece)",35,2.50,87.50
ORD-251010-37073,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251010-37073,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",5,270.00,1350.00
ORD-251010-04088,Coco Lumber,2x2x8 (Per Piece),10,48.00,480.00
ORD-251010-04088,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-251010-04088,G.I Pipe Local S20,"3/4"" (20ft)",1,320.00,320.00
ORD-251010-23047,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-251010-23047,Tox,#10 Tox (Per Box),2,65.00,130.00
ORD-251011-66633,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-251011-66633,Concrete Hollow Block,"4"" CHB (Per Piece)",11,12.00,132.00
ORD-251011-66633,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251011-18950,Neltex PPR PVC Pipe,"1"" x 3m",2,289.00,578.00
ORD-251011-18950,Tox,#10 Tox (Per Box),8,65.00,520.00
ORD-251011-18950,Concrete Hollow Block,"6"" CHB (Per Piece)",21,16.00,336.00
ORD-251012-96253,Concrete Hollow Block,"6"" CHB (Per Piece)",6,16.00,96.00
ORD-251012-96253,"Hardiflex Screw 1""",,35,2.50,87.50
ORD-251012-53453,Circuit Breaker Bolt-On,20A,6,258.00,1548.00
ORD-251012-53453,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-251012-53453,Tox,#8 Tox (Per Box),1,48.00,48.00
ORD-251012-53453,Neltex PVC Sanitary P-Trap,"2""",3,85.00,255.00
ORD-251013-07114,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-251013-68465,Adjustable Hacksaw,,5,130.00,650.00
ORD-251013-68465,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251013-68465,KD S4S Wood PL,1x2 per Board Foot,6,72.00,432.00
ORD-251014-10415,W-Clip,,44,2.00,88.00
ORD-251014-10415,Tekscrew,"1.5"" (Per Piece)",13,2.50,32.50
ORD-251014-10415,Tekscrew,"3"" (Per Piece)",29,4.00,116.00
ORD-251014-54668,Common Wire Nail,"1"" (Per Kilo)",1,65.00,65.00
ORD-251014-54668,Longspan RIB22,16ft (0.4mm),2,708.00,1416.00
ORD-251014-27048,Good Lumber S4S,2x3 per Board Foot,5,62.00,310.00
ORD-251014-27048,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-251014-15958,Tekscrew,"1.5"" (Per Piece)",13,2.50,32.50
ORD-251014-15958,Phenolic Board 18mm,,2,780.00,1560.00
ORD-251014-17539,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-251014-17539,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",2,32.00,64.00
ORD-251014-95142,"Twisted Wire Cup Brush 4""",,6,95.00,570.00
ORD-251014-95142,Tekscrew,"1"" (Per Piece)",45,2.00,90.00
ORD-251014-74971,Circuit Breaker Bolt-On,20A,1,258.00,258.00
ORD-251014-74971,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-251014-64398,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-251014-64398,Coco Lumber,2x2x8 (Per Piece),12,48.00,576.00
ORD-251014-64398,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",1,530.00,530.00
ORD-251014-57188,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",6,32.00,192.00
ORD-251014-57188,KD S4S Wood PL,1x2 per Board Foot,6,72.00,432.00
ORD-251014-57188,Gravel 3/4,,5,52.00,260.00
ORD-251014-57188,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251015-69445,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-251015-69445,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-251015-69445,Coco Lumber,2x2x10 (Per Piece),1,60.00,60.00
ORD-251015-69445,Tekscrew,"1.5"" (Per Piece)",77,2.50,192.50
ORD-251015-77508,Tekscrew,"2.5"" (Per Piece)",64,3.50,224.00
ORD-251015-06117,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-251015-06117,Tekscrew,"2"" (Per Piece)",61,3.00,183.00
ORD-251015-20908,Concrete Hollow Block,"6"" CHB (Per Piece)",6,16.00,96.00
ORD-251015-20908,Claw Hammer Wood Handle,,1,175.00,175.00
ORD-251015-20908,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251015-20908,Tekscrew,"2.5"" (Per Piece)",32,3.50,112.00
ORD-251015-20908,Neltex Sanitary PVC Pipe S600,"4"" x 3m",3,608.00,1824.00
ORD-251016-10252,Tubular Bar GI,"1"" x 1"" (20ft) 1.2mm",3,320.00,960.00
ORD-251016-15165,Good Lumber S4S,2x6 per Board Foot,10,65.00,650.00
ORD-251016-15165,Phenolic Board 18mm,,2,780.00,1560.00
ORD-251016-15165,Tekscrew,"3"" (Per Piece)",22,4.00,88.00
ORD-251016-84221,Camel Drawer Lock,,2,85.00,170.00
ORD-251016-84221,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-251016-84221,Tekscrew,"3"" (Per Piece)",93,4.00,372.00
ORD-251016-84221,G.I Pipe Local S20,"1/2"" (20ft)",3,245.00,735.00
ORD-251016-31443,Concrete Hollow Block,"4"" CHB (Per Piece)",22,12.00,264.00
ORD-251016-31443,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",10,32.00,320.00
ORD-251016-72746,Gardner,,3,295.00,885.00
ORD-251016-72746,Tekscrew,"2"" (Per Piece)",84,3.00,252.00
ORD-251016-72746,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-251016-61918,Deformed Bar G33,16mm x 6m,2,235.00,470.00
ORD-251016-61918,Deformed Bar G40,12mm x 6m,3,165.00,495.00
ORD-251016-61918,Tox,#8 Tox (Per Box),5,48.00,240.00
ORD-251016-61918,Concrete Nail,"1"" (Per Kilo)",2,125.00,250.00
ORD-251017-74289,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-251017-74289,Marine Plywood Local,1/2 (4x8ft),3,640.00,1920.00
ORD-251017-74289,Concrete Hollow Block,"6"" CHB (Per Piece)",10,16.00,160.00
ORD-251017-97457,Metal Furring,25 x 50 (10ft),4,93.00,372.00
ORD-251017-97457,Black Screw Pointed,"2"" (Per Box 500pcs)",5,290.00,1450.00
ORD-251017-78132,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",4,270.00,1080.00
ORD-251017-78132,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-251018-84098,Neltex Electrical Pipe Thinwall,"1"" Per Piece",12,68.00,816.00
ORD-251018-84098,Tekscrew,"2.5"" (Per Piece)",71,3.50,248.50
ORD-251018-84098,Longspan RIB22,12ft (0.5mm),2,722.00,1444.00
ORD-251018-56209,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251018-56209,Flat Bar,"1.5"" x 3mm (20ft)",6,265.00,1590.00
ORD-251019-18073,Flat Bar,"2"" x 3mm (20ft)",2,330.00,660.00
ORD-251019-18073,Deformed Bar G40,12mm x 6m,3,165.00,495.00
ORD-251020-59169,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",2,32.00,64.00
ORD-251020-59169,Tekscrew,"3"" (Per Piece)",25,4.00,100.00
ORD-251020-59169,Neltex PPR PVC Pipe,"3/4"" x 3m",1,179.00,179.00
ORD-251020-59169,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",1,650.00,650.00
ORD-251020-72228,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-251020-72228,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-251020-62999,Neltex PVC Sanitary P-Trap,"4""",6,225.00,1350.00
ORD-251020-62999,Longspan RIB22,8ft (0.4mm),2,354.00,708.00
ORD-251020-62999,"Hardiflex Screw 1""",,74,2.50,185.00
ORD-251021-35453,Tekscrew,"1"" (Per Piece)",16,2.00,32.00
ORD-251021-35453,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251021-71298,Wood Screw Flat Head,"1.5"" (Per Kilo)",3,175.00,525.00
ORD-251021-71298,W-Clip,,87,2.00,174.00
ORD-251021-71298,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251021-30976,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-251021-30976,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-251021-30976,White Sand,,2,48.00,96.00
ORD-251022-26538,G.I Pipe Local S20,"3/4"" (20ft)",1,320.00,320.00
ORD-251022-26538,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-251022-38636,Tekscrew,"1"" (Per Piece)",22,2.00,44.00
ORD-251022-38636,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",5,165.00,825.00
ORD-251022-38636,Neltex PVC Sanitary P-Trap,"2""",8,85.00,680.00
ORD-251022-38636,Concrete Hollow Block,"6"" CHB (Per Piece)",4,16.00,64.00
ORD-251022-38636,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",7,32.00,224.00
ORD-251022-68163,Concrete Hollow Block,"6"" CHB (Per Piece)",13,16.00,208.00
ORD-251022-68163,White Sand,,12,48.00,576.00
ORD-251022-68163,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-251022-68163,Longspan RIB22,12ft (0.4mm),3,531.00,1593.00
ORD-251022-33314,W-Clip,,18,2.00,36.00
ORD-251022-33314,Tox,#8 Tox (Per Box),10,48.00,480.00
ORD-251022-33314,Tubular Bar GI,"1"" x 2"" (20ft) 1.0mm",1,380.00,380.00
ORD-251023-29050,White Sand,,12,48.00,576.00
ORD-251023-29050,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-251023-58129,Circuit Breaker Bolt-On,60A,1,378.00,378.00
ORD-251023-58129,Neltex PVC Sanitary P-Trap,"3""",3,145.00,435.00
ORD-251023-86596,Boysen Permacoat Flat Latex White,1 Liter,3,225.00,675.00
